Title,Authors,Journal,ISSN,Year,Published,E-published,Volume,Issue,Pages,DOI,PMID,Labels,Qualifiers,IUID,URL,DOI URL,PubMed URL,QC
"SECAPR—a bioinformatics pipeline for the rapid and user-friendly processing of targeted enriched Illumina sequences, from raw reads to alignments","Andermann T, Cano Á, Zizka A, Bacon C, Antonelli A",PeerJ,2167-8359,2018,2018-07-13,2018-07-13,6,,e5175,10.7717/peerj.5175,30023140,"Bioinformatics Compute and Storage, Bioinformatics Long-term Support WABI, Bioinformatics Support, Infrastructure and Training, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Service, Service, Service, Service, Service",4b83b941d3284963af77d60a44ece54d,https://publications.scilifelab.se/publication/4b83b941d3284963af77d60a44ece54d,https://doi.org/10.7717/peerj.5175,https://www.ncbi.nlm.nih.gov/pubmed/30023140,
"Microdeletion of 7p12.1p13, including IKZF1, causes intellectual impairment, overgrowth, and susceptibility to leukaemia.","Järviaho T, Zachariadis V, Tesi B, Chiang S, Bryceson YT, Möttönen M, Niinimäki R, Bang B, Rahikkala E, Taylan F, Uusimaa J, Harila-Saari A, Nordgren A",Br. J. Haematol.,1365-2141,2018,2018-07-13,2018-07-13,,,,10.1111/bjh.15494,30004112,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service, Service",b0695922d8e0440cb8ba1f5ebf6b25a4,https://publications.scilifelab.se/publication/b0695922d8e0440cb8ba1f5ebf6b25a4,https://doi.org/10.1111/bjh.15494,https://www.ncbi.nlm.nih.gov/pubmed/30004112,
Bacterial Outer Membrane Vesicles Induce Vitronectin Release Into the Bronchoalveolar Space Conferring Protection From Complement-Mediated Killing,"Paulsson M, Che KF, Ahl J, Tham J, Sandblad L, Smith ME, Qvarfordt I, Su YC, Lindén A, Riesbeck K",Front Microbiol,1664-302X,2018,2018-07-13,2018-07-13,9,,,10.3389/fmicb.2018.01559,,Cryo-EM,Service,d42c1798585a43b98ed8cf6676b0e590,https://publications.scilifelab.se/publication/d42c1798585a43b98ed8cf6676b0e590,https://doi.org/10.3389/fmicb.2018.01559,,
Biaryl sulfonamide motifs up- or down-regulate ion channel activity by activating voltage sensors,"Liin SI, Lund PE, Larsson JE, Brask J, Wallner B, Elinder F",J. Gen. Physiol.,0022-1295,2018,2018-07-12,2018-07-12,,,jgp.201711942,10.1085/jgp.201711942,,Chemical Biology Consortium Sweden (CBCS),Service,873505db077d497695c86a0e5d912a7d,https://publications.scilifelab.se/publication/873505db077d497695c86a0e5d912a7d,https://doi.org/10.1085/jgp.201711942,,
Notch signaling promotes a HIF2α-driven hypoxic response in multiple tumor cell types.,"Mutvei AP, Landor SK, Fox R, Braune EB, Tsoi YL, Phoon YP, Sahlgren C, Hartman J, Bergh J, Jin S, Lendahl U",Oncogene,1476-5594,2018,2018-07-11,2018-07-11,,,,10.1038/s41388-018-0400-3,29993038,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Service, Service, Service",f061f70eb9734def938dd0213c971296,https://publications.scilifelab.se/publication/f061f70eb9734def938dd0213c971296,https://doi.org/10.1038/s41388-018-0400-3,https://www.ncbi.nlm.nih.gov/pubmed/29993038,
"Untargeted 1H NMR-Based Metabolomics Analysis of Urine and Serum Profiles after Consumption of Lentils, Chickpeas, and Beans: An Extended Meal Study To Discover Dietary Biomarkers of Pulses","Madrid-Gambin F, Brunius C, Garcia-Aloy M, Estruel-Amades S, Landberg R, Andres-Lacueva C",J. Agric. Food Chem.,0021-8561,2018,2018-07-11,2018-06-19,66,27,6997-7005,10.1021/acs.jafc.8b00047,29920085,Swedish NMR Centre (SNC),Service,f9ff7feea77e4cefaaa5c1534433b8dc,https://publications.scilifelab.se/publication/f9ff7feea77e4cefaaa5c1534433b8dc,https://doi.org/10.1021/acs.jafc.8b00047,https://www.ncbi.nlm.nih.gov/pubmed/29920085,
Autoantibody profiling in intraocular fluid of patients with uveitis.,"Ten Berge JC, Schreurs MW, van Rosmalen J, Rothova A",Exp. Eye Res.,1096-0007,2018,2018-07-10,2018-07-10,176,,141-146,10.1016/j.exer.2018.07.012,30006272,Autoimmunity Profiling,Service,a50bb36d96474125b75d2ea90439aca6,https://publications.scilifelab.se/publication/a50bb36d96474125b75d2ea90439aca6,https://doi.org/10.1016/j.exer.2018.07.012,https://www.ncbi.nlm.nih.gov/pubmed/30006272,
Gastrointestinal microbiota contributes to the development of murine transfusion-related acute lung injury.,"Kapur R, Kim M, Rebetz J, Hallström B, Björkman JT, Takabe-French A, Kim N, Liu J, Shanmugabhavananthan S, Milosevic S, McVey MJ, Speck ER, Semple JW",Blood Adv,2473-9537,2018,2018-07-10,2018-07-12,2,13,1651-1663,10.1182/bloodadvances.2018018903,29991496,Clinical Genomics Lund,Service,bafe74441a7f4f90a4fbd1cc012ed3f0,https://publications.scilifelab.se/publication/bafe74441a7f4f90a4fbd1cc012ed3f0,https://doi.org/10.1182/bloodadvances.2018018903,https://www.ncbi.nlm.nih.gov/pubmed/29991496,
Metabolic Profiling of Multiorgan Samples: Evaluation of MODY5/RCAD Mutant Mice,"Torell F, Bennett K, Cereghini S, Fabre M, Rännar S, Lundstedt-Enkel K, Moritz T, Haumaitre C, Trygg J, Lundstedt T",J. Proteome Res.,1535-3907,2018,2018-07-06,2018-06-06,17,7,2293-2306,10.1021/acs.jproteome.7b00821,,Swedish Metabolomics Centre (SMC),Service,5353cf5de7014a6db10578772d2c6144,https://publications.scilifelab.se/publication/5353cf5de7014a6db10578772d2c6144,https://doi.org/10.1021/acs.jproteome.7b00821,,
Primary glioblastoma cells for precision medicine: a quantitative portrait of genomic (in)stability during the first 30 passages.,"Baskaran S, Mayrhofer M, Kultima HG, Bergström T, Elfineh L, Cavelier L, Isaksson A, Nelander S",Neuro-oncology,1523-5866,2018,2018-07-05,2018-02-21,20,8,1080-1091,10.1093/neuonc/noy024,29462414,"Bioinformatics Compute and Storage, Clinical Genomics Uppsala, NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Collaborative, Service, Service",42a1e90686e64d3283edb58f0af1ec60,https://publications.scilifelab.se/publication/42a1e90686e64d3283edb58f0af1ec60,https://doi.org/10.1093/neuonc/noy024,https://www.ncbi.nlm.nih.gov/pubmed/29462414,
Multimodal Chemical Imaging of Amyloid Plaque Polymorphism Reveals Aβ Aggregation Dependent Anionic Lipid Accumulations and Metabolism,"Michno W, Kaya I, Nyström S, Guerard L, Nilsson KPR, Hammarström P, Blennow K, Zetterberg H, Hanrieder J",Anal. Chem.,1520-6882,2018,2018-07-03,2018-06-00,90,13,8130-8138,10.1021/acs.analchem.8b01361,,"Centre for Cellular Imaging, Gothenburg Imaging Mass Spectrometry","Service, Service",f0b96ae0319a4ebb931475fad35ad00b,https://publications.scilifelab.se/publication/f0b96ae0319a4ebb931475fad35ad00b,https://doi.org/10.1021/acs.analchem.8b01361,,
Human Immunodeficiency Virus-Infected Women Have High Numbers of CD103−CD8+ T Cells Residing Close to the Basal Membrane of the Ectocervical Epithelium,"Gibbs A, Buggert M, Edfeldt G, Ranefall P, Introini A, Cheuk S, Martini E, Eidsmo L, Ball TB, Kimani J, Kaul R, Karlsson AC, Wählby C, Broliden K, Tjernlund A",,0022-1899,2018,2018-07-02,2017-12-20,218,3,453-465,10.1093/infdis/jix661,,BioImage Informatics,Collaborative,39fc5880555843508d3da58c42971552,https://publications.scilifelab.se/publication/39fc5880555843508d3da58c42971552,https://doi.org/10.1093/infdis/jix661,,
EviNet: a web platform for network enrichment analysis with flexible definition of gene sets.,"Jeggari A, Alekseenko Z, Petrov I, Dias JM, Ericson J, Alexeyenko A",Nucleic Acids Res.,1362-4962,2018,2018-07-02,2018-06-13,46,W1,W163-W170,10.1093/nar/gky485,29893885,"Bioinformatics Compute and Storage, Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Collaborative, Collaborative, Service, Service, Service",a439b71bb4354049aea7a38ea1251988,https://publications.scilifelab.se/publication/a439b71bb4354049aea7a38ea1251988,https://doi.org/10.1093/nar/gky485,https://www.ncbi.nlm.nih.gov/pubmed/29893885,
OLMα2 Cells Bidirectionally Modulate Learning,"Siwani S, França ASC, Mikulovic S, Reis A, Hilscher MM, Edwards SJ, Leão RN, Tort ABL, Kullander K",Neuron,0896-6273,2018,2018-07-00,2018-07-00,99,2,404-412.e3,10.1016/j.neuron.2018.06.022,29983324,"Advanced Light Microscopy (ALM), Bioinformatics Compute and Storage","Collaborative, Service",21327877c2474a1eafc9e521fe6727bc,https://publications.scilifelab.se/publication/21327877c2474a1eafc9e521fe6727bc,https://doi.org/10.1016/j.neuron.2018.06.022,https://www.ncbi.nlm.nih.gov/pubmed/29983324,
Detection of novel syntrophic acetate-oxidizing bacteria from biogas processes by continuous acetate enrichment approaches.,"Westerholm M, Müller B, Singh A, Karlsson Lindsjö O, Schnürer A",Microb Biotechnol,1751-7915,2018,2018-07-00,2017-12-04,11,4,680-693,10.1111/1751-7915.13035,29239113,"NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Service, Service",30254f53a35b4096a4bc05bfa00bcbeb,https://publications.scilifelab.se/publication/30254f53a35b4096a4bc05bfa00bcbeb,https://doi.org/10.1111/1751-7915.13035,https://www.ncbi.nlm.nih.gov/pubmed/29239113,
Increased Neuronal Differentiation of Neural Progenitor Cells Derived from Phosphovimentin-Deficient Mice,"Chen M, Puschmann TB, Marasek P, Inagaki M, Pekna M, Wilhelmsson U, Pekny M",Mol Neurobiol,0893-7648,2018,2018-07-00,2017-09-27,55,7,5478-5489,10.1007/s12035-017-0759-0,,Centre for Cellular Imaging,Service,4be560e925f7466da8744a3a30a77a26,https://publications.scilifelab.se/publication/4be560e925f7466da8744a3a30a77a26,https://doi.org/10.1007/s12035-017-0759-0,,
Genotype-Phenotype Correlation of PLOD2 Skeletal Dysplasias Using Structural Information.,"Tham E, Grigelionis G, Hammarsjö A, Grigelioniene G",J. Bone Miner. Res.,1523-4681,2018,2018-07-00,2018-06-07,33,7,1377-1378,10.1002/jbmr.3460,29878396,"Bioinformatics Compute and Storage, Clinical Genomics Stockholm","Service, Service",7236f7508d984367aa99dee5e8625628,https://publications.scilifelab.se/publication/7236f7508d984367aa99dee5e8625628,https://doi.org/10.1002/jbmr.3460,https://www.ncbi.nlm.nih.gov/pubmed/29878396,
A heterogeneous response of liver and skeletal muscle fat to the combination of a Paleolithic diet and exercise in obese individuals with type 2 diabetes: a randomised controlled trial,"Otten J, Stomby A, Waling M, Isaksson A, Söderström I, Ryberg M, Svensson M, Hauksson J, Olsson T",Diabetologia,1432-0428,2018,2018-07-00,2018-04-26,61,7,1548-1559,10.1007/s00125-018-4618-y,29696296,"Bioinformatics Compute and Storage, Swedish Metabolomics Centre (SMC)","Service, Service",7f7e288d56f442d496db33fbe8619f40,https://publications.scilifelab.se/publication/7f7e288d56f442d496db33fbe8619f40,https://doi.org/10.1007/s00125-018-4618-y,https://www.ncbi.nlm.nih.gov/pubmed/29696296,
Calcium-activated Chloride Channel Regulator 1 (CLCA1) Controls Mucus Expansion in Colon by Proteolytic Activity,"Nyström EEL, Birchenough GMH, van der Post S, Arike L, Gruber AD, Hansson GC, Johansson MEV",EBioMedicine,2352-3964,2018,2018-07-00,2018-07-00,33,,134-143,10.1016/j.ebiom.2018.05.031,,Centre for Cellular Imaging,Service,a3139a26895a430891c8fa3b9b10f540,https://publications.scilifelab.se/publication/a3139a26895a430891c8fa3b9b10f540,https://doi.org/10.1016/j.ebiom.2018.05.031,,
"Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.","Savage JE, Jansen PR, Stringer S, Watanabe K, Bryois J, de Leeuw CA, Nagel M, Awasthi S, Barr PB, Coleman JRI, Grasby KL, Hammerschlag AR, Kaminski JA, Karlsson R, Krapohl E, Lam M, Nygaard M, Reynolds CA, Trampush JW, Young H, Zabaneh D, Hägg S, Hansell NK, Karlsson IK, Linnarsson S, Montgomery GW, Muñoz-Manchado AB, Quinlan EB, Schumann G, Skene NG, Webb BT, White T, Arking DE, Avramopoulos D, Bilder RM, Bitsios P, Burdick KE, Cannon TD, Chiba-Falek O, Christoforou A, Cirulli ET, Congdon E, Corvin A, Davies G, Deary IJ, DeRosse P, Dickinson D, Djurovic S, Donohoe G, Conley ED, Eriksson JG, Espeseth T, Freimer NA, Giakoumaki S, Giegling I, Gill M, Glahn DC, Hariri AR, Hatzimanolis A, Keller MC, Knowles E, Koltai D, Konte B, Lahti J, Le Hellard S, Lencz T, Liewald DC, London E, Lundervold AJ, Malhotra AK, Melle I, Morris D, Need AC, Ollier W, Palotie A, Payton A, Pendleton N, Poldrack RA, Räikkönen K, Reinvang I, Roussos P, Rujescu D, Sabb FW, Scult MA, Smeland OB, Smyrnis N, Starr JM, Steen VM, Stefanis NC, Straub RE, Sundet K, Tiemeier H, Voineskos AN, Weinberger DR, Widen E, Yu J, Abecasis G, Andreassen OA, Breen G, Christiansen L, Debrabant B, Dick DM, Heinz A, Hjerling-Leffler J, Ikram MA, Kendler KS, Martin NG, Medland SE, Pedersen NL, Plomin R, Polderman TJC, Ripke S, van der Sluis S, Sullivan PF, Vrieze SI, Wright MJ, Posthuma D",Nat. Genet.,1546-1718,2018,2018-07-00,2018-06-25,50,7,912-919,10.1038/s41588-018-0152-6,29942086,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service, Service",a505fac240f04a6db82466c755afc9c4,https://publications.scilifelab.se/publication/a505fac240f04a6db82466c755afc9c4,https://doi.org/10.1038/s41588-018-0152-6,https://www.ncbi.nlm.nih.gov/pubmed/29942086,
Porosity measurements in suspension plasma sprayed YSZ coatings using NMR cryoporometry and X-ray microscopy,"Klement U, Ekberg J, Creci S, Kelly ST",J Coat Technol Res,1547-0091,2018,2018-07-00,2018-03-13,15,4,753-757,10.1007/s11998-018-0053-8,,Swedish NMR Centre (SNC),Service,b68a71379bb64bb39a5075f8f7b89ad2,https://publications.scilifelab.se/publication/b68a71379bb64bb39a5075f8f7b89ad2,https://doi.org/10.1007/s11998-018-0053-8,,
Assessment of titanium dioxide nanoparticle toxicity in the rainbow trout (Onchorynchus mykiss) liver and gill cell lines RTL-W1 and RTgill-W1 under particular consideration of nanoparticle stability and interference with fluorometric assays,"Lammel T, Sturve J",NanoImpact,2452-0748,2018,2018-07-00,2018-07-00,11,,1-19,10.1016/j.impact.2018.01.001,,Centre for Cellular Imaging,Service,d694db60ffa047b59df9c8f0dd2b8085,https://publications.scilifelab.se/publication/d694db60ffa047b59df9c8f0dd2b8085,https://doi.org/10.1016/j.impact.2018.01.001,,
The mycoparasitic fungus Clonostachys rosea responds with both common and specific gene expression during interspecific interactions with fungal prey,"Nygren K, Dubey M, Zapparata A, Iqbal M, Tzelepis GD, Durling MB, Jensen DF, Karlsson M",Evol Appl,1752-4571,2018,2018-07-00,2018-03-14,11,6,931-949,10.1111/eva.12609,29928301,"Bioinformatics Compute and Storage, NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service, Service",dd944194e0184f4296000d038a6b45bd,https://publications.scilifelab.se/publication/dd944194e0184f4296000d038a6b45bd,https://doi.org/10.1111/eva.12609,https://www.ncbi.nlm.nih.gov/pubmed/29928301,
Bioconda: sustainable and comprehensive software distribution for the life sciences,"Grüning B, Dale R, Sjödin A, Chapman BA, Rowe J, Tomkins-Tinch CH, Valieris R, Köster J",Nat Methods,1548-7091,2018,2018-07-00,2018-07-02,15,7,475-476,10.1038/s41592-018-0046-7,29967506,"Bioinformatics Long-term Support WABI, Bioinformatics Support, Infrastructure and Training","Technology development, Technology development",de5d5430f0f34418a6ea9170b03fdfee,https://publications.scilifelab.se/publication/de5d5430f0f34418a6ea9170b03fdfee,https://doi.org/10.1038/s41592-018-0046-7,https://www.ncbi.nlm.nih.gov/pubmed/29967506,
Multiplexed fluorescence microscopy reveals heterogeneity among stromal cells in mouse bone marrow sections,"Holzwarth K, Köhler R, Philipsen L, Tokoyoda K, Ladyhina V, Wählby C, Niesner RA, Hauser AE",Cytometry,1552-4922,2018,2018-07-00,2018-08-14,93,9,876-888,10.1002/cyto.a.23526,30107096,BioImage Informatics,Collaborative,e44a33dd6e314239b6bdc20a6c9a3510,https://publications.scilifelab.se/publication/e44a33dd6e314239b6bdc20a6c9a3510,https://doi.org/10.1002/cyto.a.23526,https://www.ncbi.nlm.nih.gov/pubmed/30107096,
Identification of inhibitors of Tartrate-resistant acid phosphatase (TRAP/ACP5) activity by small-molecule screening,"Reithmeier A, Lundbäck T, Haraldsson M, Frank M, Ek-Rylander B, Nyholm PG, Gustavsson AL, Andersson G",Chem Biol Drug Des,1747-0277,2018,2018-07-00,2018-03-30,92,1,1255-1271,10.1111/cbdd.13187,29500863,"Bioinformatics Compute and Storage, Chemical Biology Consortium Sweden (CBCS)","Service, Collaborative",e560c225188b458bba0104756c13d202,https://publications.scilifelab.se/publication/e560c225188b458bba0104756c13d202,https://doi.org/10.1111/cbdd.13187,https://www.ncbi.nlm.nih.gov/pubmed/29500863,
LC-MS/MS characterization of xyloside-primed glycosaminoglycans with cytotoxic properties reveals structural diversity and novel glycan modifications.,"Persson A, Gomez Toledo A, Vorontsov E, Nasir W, Willén D, Noborn F, Ellervik U, Mani K, Nilsson J, Larson G",J. Biol. Chem.,1083-351X,2018,2018-06-29,2018-05-08,293,26,10202-10219,10.1074/jbc.RA118.002971,29739851,Glycoproteomics,Collaborative,986a85ff0c9341799d534540d5a34c47,https://publications.scilifelab.se/publication/986a85ff0c9341799d534540d5a34c47,https://doi.org/10.1074/jbc.RA118.002971,https://www.ncbi.nlm.nih.gov/pubmed/29739851,
Model Communities Hint at Promiscuous Metabolic Linkages between Ubiquitous Free-Living Freshwater Bacteria.,"Garcia SL, Buck M, Hamilton JJ, Wurzbacher C, Grossart H, McMahon KD, Eiler A",mSphere,2379-5042,2018,2018-06-27,2018-05-30,3,3,,10.1128/mSphere.00202-18,29848762,"Bioinformatics Support and Infrastructure, Bioinformatics Support, Infrastructure and Training","Collaborative, Collaborative",3bc7fabf617f4b2f97b87a16c6b5d09c,https://publications.scilifelab.se/publication/3bc7fabf617f4b2f97b87a16c6b5d09c,https://doi.org/10.1128/mSphere.00202-18,https://www.ncbi.nlm.nih.gov/pubmed/29848762,
appreci8: a pipeline for precise variant calling integrating 8 tools,"Sandmann S, Karimi M, de Graaf AO, Rohde C, Göllner S, Varghese J, Ernsting J, Walldin G, van der Reijden BA, Müller-Tidow C, Malcovati L, Hellström-Lindberg E, Jansen JH, Dugas M",,1367-4803,2018,2018-06-26,2018-06-26,,,,10.1093/bioinformatics/bty518,29945233,Clinical Genomics Uppsala,Service,d521d2dc998d453496b5265f76bbc259,https://publications.scilifelab.se/publication/d521d2dc998d453496b5265f76bbc259,https://doi.org/10.1093/bioinformatics/bty518,https://www.ncbi.nlm.nih.gov/pubmed/29945233,
The contribution of common genetic risk variants for ADHD to a general factor of childhood psychopathology.,"Brikell I, Larsson H, Lu Y, Pettersson E, Chen Q, Kuja-Halkola R, Karlsson R, Lahey BB, Lichtenstein P, Martin J",Mol. Psychiatry,1476-5578,2018,2018-06-22,2018-06-22,,,,10.1038/s41380-018-0109-2,29934545,"NGI Uppsala (SNP&SEQ Technology Platform), National Genomics Infrastructure","Service, Service",063c889fe9784694a611e1bdb721d8cf,https://publications.scilifelab.se/publication/063c889fe9784694a611e1bdb721d8cf,https://doi.org/10.1038/s41380-018-0109-2,https://www.ncbi.nlm.nih.gov/pubmed/29934545,
In Vitro Evolution of Antibodies Inspired by In Vivo Evolution,"Persson H, Kirik U, Thörnqvist L, Greiff L, Levander F, Ohlin M",Front Immunol,1664-3224,2018,2018-06-21,2018-06-21,9,,,10.3389/fimmu.2018.01391,29977238,"Bioinformatics Compute and Storage, Drug Discovery and Development (DDD)","Service, Collaborative",9d5e36618aaa4675a6bd29cc92795d30,https://publications.scilifelab.se/publication/9d5e36618aaa4675a6bd29cc92795d30,https://doi.org/10.3389/fimmu.2018.01391,https://www.ncbi.nlm.nih.gov/pubmed/29977238,
Spatial maps of prostate cancer transcriptomes reveal an unexplored landscape of heterogeneity.,"Berglund E, Maaskola J, Schultz N, Friedrich S, Marklund M, Bergenstråhle J, Tarish F, Tanoglidi A, Vickovic S, Larsson L, Salmén F, Ogris C, Wallenborg K, Lagergren J, Ståhl P, Sonnhammer E, Helleday T, Lundeberg J",Nat Commun,2041-1723,2018,2018-06-20,2018-06-20,9,1,2419,10.1038/s41467-018-04724-5,29925878,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Service, Service, Service",12c76ece8d6343d1beeb7137840accd9,https://publications.scilifelab.se/publication/12c76ece8d6343d1beeb7137840accd9,https://doi.org/10.1038/s41467-018-04724-5,https://www.ncbi.nlm.nih.gov/pubmed/29925878,
Simultaneous determination of ribonucleoside and deoxyribonucleoside triphosphates in biological samples by hydrophilic interaction liquid chromatography coupled with tandem mass spectrometry,"Kong Z, Jia S, Chabes AL, Appelblad P, Lundmark R, Moritz T, Chabes A",Nucleic Acids Res,0305-1048,2018,2018-06-20,2018-03-15,46,11,e66-e66,10.1093/nar/gky203,29554314,Swedish Metabolomics Centre (SMC),Service,9c608dd575a443a48b4e461f4d6f0d1b,https://publications.scilifelab.se/publication/9c608dd575a443a48b4e461f4d6f0d1b,https://doi.org/10.1093/nar/gky203,https://www.ncbi.nlm.nih.gov/pubmed/29554314,
Mass Spectrometry Imaging Shows Cocaine and Methylphenidate Have Opposite Effects on Major Lipids in Drosophila Brain,"Philipsen MH, Phan NTN, Fletcher JS, Malmberg P, Ewing AG",ACS Chem Neurosci,1948-7193,2018,2018-06-20,2018-03-06,9,6,1462-1468,10.1021/acschemneuro.8b00046,,Gothenburg Imaging Mass Spectrometry,Collaborative,a57f266e7dd0420ca491c6344e84f292,https://publications.scilifelab.se/publication/a57f266e7dd0420ca491c6344e84f292,https://doi.org/10.1021/acschemneuro.8b00046,,
Mass Spectrometry Imaging Shows Cocaine and Methylphenidate Have Opposite Effects on Major Lipids in Drosophila Brain,"Philipsen MH, Phan NTN, Fletcher JS, Malmberg P, Ewing AG",ACS Chem Neurosci,1948-7193,2018,2018-06-20,2018-03-06,9,6,1462-1468,10.1021/acschemneuro.8b00046,,Gothenburg Imaging Mass Spectrometry,Collaborative,c9fdc312d4bb4ce8b0e6034baa14b6e8,https://publications.scilifelab.se/publication/c9fdc312d4bb4ce8b0e6034baa14b6e8,https://doi.org/10.1021/acschemneuro.8b00046,,
Gene expression profiling of periodontitis-affected gingival tissue by spatial transcriptomics.,"Lundmark A, Gerasimcik N, Båge T, Jemt A, Mollbrink A, Salmén F, Lundeberg J, Yucel-Lindberg T",Sci Rep,2045-2322,2018,2018-06-19,2018-06-19,8,1,9370,10.1038/s41598-018-27627-3,29921943,"Bioinformatics Compute and Storage, NGI Stockholm (Genomics Applications), NGI Stockholm (Genomics Production), National Genomics Infrastructure","Service, Service, Service, Service",0e1b3f3ba66e44708551ca9d3cbaf781,https://publications.scilifelab.se/publication/0e1b3f3ba66e44708551ca9d3cbaf781,https://doi.org/10.1038/s41598-018-27627-3,https://www.ncbi.nlm.nih.gov/pubmed/29921943,
Gut microbiota regulates maturation of the adult enteric nervous system via enteric serotonin networks,"De Vadder F, Grasset E, Mannerås Holm L, Karsenty G, Macpherson AJ, Olofsson LE, Bäckhed F",Proc Natl Acad Sci USA,0027-8424,2018,2018-06-19,2018-06-04,115,25,6458-6463,10.1073/pnas.1720017115,,Centre for Cellular Imaging,Service,b0ed6f062b654d878f8303393de58d01,https://publications.scilifelab.se/publication/b0ed6f062b654d878f8303393de58d01,https://doi.org/10.1073/pnas.1720017115,,
